index,version,CompanyName,year,engine,engine_size,engine_type,current_mileage,hand,gearBox,color,original_onership,next_test_in,annual_licensing_fee,car_length,price
869,יונדאי טוסון PRIME PLUS,יונדאי,2018,1999 ליטר בנזין,1999,בנזין,"103,000",1,1,אפור,ליסינג,3,1835,447.5,108000
870,פיג'ו 3008 ACTIVE,פיג'ו,2019,1499 ליטר דיזל,1499,דיזל,"80,660",1,1,אפור,ליסינג,11,1835,444.7,115900
871,קיה נירו EX,קיה,2018,1580 ליטר בנזין,1580,בנזין,"58,582",1,1,לבן,ליסינג,7,1604,435.5,108900
872,יונדאי איוניק HYBRID PREMIUM,יונדאי,2018,1580 ליטר בנזין,1580,בנזין,"86,880",1,1,אפור,ליסינג,1,1604,447.0,92900
873,סקודה אוקטביה AMBIENTE,סקודה,2012,1197 ליטר בנזין,1197,בנזין,"201,000",6,1,פלטינה,ליסינג,6,1424,456.9,24900
874,פיאט 500 1.2 LOUNGE,פיאט,2013,1242 ליטר בנזין,1242,בנזין,"113,370",1,1,אדום מטאלי,פרטית,2,1205,355.0,41900
875,קיה ספורטז' URBAN,קיה,2018,1591 ליטר בנזין,1591,בנזין,"130,000",2,1,כסוף בהיר,פרטית,8,1604,448.0,107500
876,טויוטה יאריס HYBRID ECO,טויוטה,2021,1490 ליטר בנזין,1490,בנזין,"25,000",1,1,לבן,ליסינג,5,1529,394.0,108900
877,הונדה CR-V EXECUTIVE,הונדה,2016,1997 ליטר בנזין,1997,בנזין,"90,608",2,1,כסוף מטאלי,פרטית,2,2563,460.5,104900
878,טויוטה קורולה SUN,טויוטה,2015,1598 ליטר בנזין,1598,בנזין,"131,852",2,1,לבן,פרטית,8,1424,462.0,70900
879,סקודה אוקטביה AMBITION,סקודה,2014,1197 ליטר בנזין,1197,בנזין,"93,738",2,1,חום,פרטית,11,1424,465.9,59900
880,סוזוקי סוויפט GLS,סוזוקי,2013,1242 ליטר בנזין,1242,בנזין,"137,636",1,1,ירוק מטאלי,פרטית,6,985,385.0,49900
881,ניסאן קשקאי ACENTA,ניסאן,2019,1598 ליטר דיזל,1598,דיזל,"56,377",1,1,אפור מטאלי,ליסינג,4,2130,439.4,119900
882,קיה ספורטז' URBAN,קיה,2016,1999 ליטר בנזין,1999,בנזין,"79,054",2,1,לבן,פרטית,4,1835,448.0,109900
883,ניסאן X TRAIL TEKNA,ניסאן,2016,1598 ליטר דיזל,1598,דיזל,"100,962",2,1,לבן,פרטית,5,2019,464.0,124900
884,ניסאן סנטרה SR,ניסאן,2019,1798 ליטר בנזין,1798,בנזין,"43,195",1,1,כסוף מטאלי,ליסינג,4,1811,463.5,90900
885,ניסאן קשקאי ACENTA,ניסאן,2019,1598 ליטר דיזל,1598,דיזל,"34,274",1,1,לבן,פרטית,4,2130,439.4,130900
886,טויוטה קאמרי HYBRID LE,טויוטה,2015,2494 ליטר בנזין,2494,בנזין,"138,778",2,1,אפור מטאלי,פרטית,3,1693,485.0,90900
887,מיצובישי אקליפס קרוס,מיצובישי,2019,1499 ליטר בנזין,1499,בנזין,"55,464",2,1,אפור,פרטית,1,2417,440.5,130900
888,סוזוקי CROSSOVER GLX,סוזוקי,2014,1586 ליטר בנזין,1586,בנזין,"140,204",2,1,ירוק בהיר,פרטית,7,1205,430.0,59900
889,פיאט 500 1.2 MY LOUNGE,פיאט,2015,1242 ליטר בנזין,1242,בנזין,"74,870",2,1,לבן,פרטית,9,1205,354.6,50900
890,יונדאי טוסון OPEN SKY,יונדאי,2017,1999 ליטר בנזין,1999,בנזין,"80,200",2,1,לבן,פרטית,1,2019,447.5,129900
891,סקודה קארוק STYLE,סקודה,2019,1598 ליטר דיזל,1598,דיזל,"123,753",1,1,אפור,פרטית,5,2130,438.2,119900
892,הונדה ג'אז C0MFORT,הונדה,2019,1318 ליטר בנזין,1318,בנזין,"45,606",1,1,אפור מטאלי,פרטית,3,1529,402.8,92900
893,ניסאן קשקאי ACENTA,ניסאן,2019,1461 ליטר דיזל,1461,דיזל,"63,224",2,1,שחור,פרטית,1,2130,439.4,119900
894,יונדאי I20 CROSSPREMIUM,יונדאי,2016,1368 ליטר בנזין,1368,בנזין,"74,032",2,1,שחור,פרטית,4,1353,406.5,74900
895,רנו גראנד קופה INTENSE,רנו,2018,1461 ליטר דיזל,1461,דיזל,"83,696",1,1,אפור מטאלי,ליסינג,10,1604,463.2,90900
896,סוזוקי CROSSOVER GLX,סוזוקי,2015,1586 ליטר בנזין,1586,בנזין,"129,025",2,1,ירוק בהיר,פרטית,4,1424,430.0,61900
897,קיה פיקנטו EX,קיה,2017,1248 ליטר בנזין,1248,בנזין,"70,657",2,1,שחור,פרטית,2,1102,359.5,69900
898,מיצובישי ASX INSTYLE,מיצובישי,2019,1998 ליטר בנזין,1998,בנזין,"57,941",1,1,חום,פרטית,11,1604,436.5,114900
899,יונדאי טוסון PANORAMIC,יונדאי,2018,1999 ליטר בנזין,1999,בנזין,"54,908",2,1,לבן,פרטית,3,1835,447.5,130900
900,וולבו XC40 T5 MOMENTUM,וולבו,2018,1969 ליטר בנזין,1969,בנזין,"35,567",1,1,אפור מטאלי,פרטית,8,2563,447.5,194900
901,יונדאי איוניק HYBRID PREMIUM,יונדאי,2018,1580 ליטר בנזין,1580,בנזין,"156,086",2,1,לבן,פרטית,4,1604,447.0,84900
902,ניסאן סנטרה SR,ניסאן,2018,1798 ליטר בנזין,1798,בנזין,"78,698",1,1,לבן,ליסינג,7,1604,463.5,78900
903,פיג'ו 3008 PREMIUM,פיג'ו,2017,1598 ליטר בנזין,1598,בנזין,"103,019",1,1,לבן,פרטית,12,2019,444.7,120900
904,פיג'ו 208 ACTIVE PRO,פיג'ו,2016,1199 ליטר בנזין,1199,בנזין,"52,500",3,1,לבן,פרטית,7,1102,397.3,51900
905,פולקסווגן טיגואן TRENDLINE,פולקסווגן,2018,1395 ליטר בנזין,1395,בנזין,"83,215",2,1,אפור,פרטית,2,2019,448.6,113900
906,לנד רובר דיסקאברי ספורט,לנד,2021,1498 ליטר חשמל/בנזין,1498,חשמל/בנזין,"12,000",1,1,לבן,פרטית,4,4731,459.7,354900
907,יונדאי טוסון PREMIUM,יונדאי,2016,1999 ליטר בנזין,1999,בנזין,"111,517",2,1,אפור,פרטית,1,1835,447.5,104900
908,מאזדה CX-5 LUXURY,מאזדה,2017,1998 ליטר בנזין,1998,בנזין,"48,373",2,1,לבן,פרטית,4,2019,455.5,139900
909,מאזדה 3 SPORT,מאזדה,2017,1998 ליטר בנזין,1998,בנזין,"71,521",2,1,לבן,פרטית,3,1604,458.0,94900
910,פיג'ו 2008 PREMIUM,פיג'ו,2018,1199 ליטר בנזין,1199,בנזין,"49,821",1,1,טורקיז,פרטית,4,1604,415.9,86900
911,סיאט איביזה REFERENCE,סיאט,2018,999 ליטר בנזין,999,בנזין,"84,473",2,1,לבן,פרטית,4,1102,405.9,74900
912,סיאט ארונה TYLE BICOLOR,סיאט,2018,999 ליטר בנזין,999,בנזין,"67,932",1,1,אפור,פרטית,3,1353,413.8,84900
913,מאזדה 2 PURE WHITE,מאזדה,2017,1496 ליטר בנזין,1496,בנזין,"109,200",2,1,סגול חציל,פרטית,2,1353,406.0,73900
914,סקודה קארוק STYLE,סקודה,2018,999 ליטר בנזין,999,בנזין,"119,783",1,1,כסוף מטאלי,פרטית,3,1835,438.2,114900
915,סובארו XV 2.0 EYESIGHT,סובארו,2018,1995 ליטר בנזין,1995,בנזין,"63,110",1,1,כחול כהה,פרטית,3,1835,446.5,129900
916,סיאט לאון FR,סיאט,2015,1798 ליטר בנזין,1798,בנזין,"72,791",1,1,כחול,פרטית,2,1693,427.1,108900
917,ניסאן ג'וק ACENTA,ניסאן,2014,1598 ליטר בנזין,1598,בנזין,"100,919",2,1,לבן,פרטית,1,1424,413.5,54900
918,סיטרואן C3 SHINE PK,סיטרואן,2017,1199 ליטר בנזין,1199,בנזין,"84,857",1,1,לבן,פרטית,8,1102,399.6,64900
919,קיה נירו EX,קיה,2016,1580 ליטר בנזין,1580,בנזין,"74,476",1,1,לבן,פרטית,10,1604,435.5,103900
920,אופל אסטרה ברלינה ENJOY,אופל,2017,1598 ליטר דיזל,1598,דיזל,"122,611",1,1,לבן,פרטית,9,1604,465.8,56900
921,ניסאן קשקאי ACENTA SV,ניסאן,2015,1197 ליטר בנזין,1197,בנזין,"155,423",3,1,לבן,פרטית,6,1693,437.7,71900
922,רנו קאדג'ר LIFE,רנו,2018,1461 ליטר דיזל,1461,דיזל,"49,322",1,1,לבן,פרטית,9,1835,444.9,114900
923,רנו גראנד קופה INTENSE,רנו,2018,1197 ליטר בנזין,1197,בנזין,"136,336",1,1,כסוף מטאלי,ליסינג,6,1604,456.7,69900
924,רנו קליאו EX PACK PLUS,רנו,2018,1461 ליטר דיזל,1461,דיזל,"161,122",1,1,כסוף מטאלי,ליסינג,5,1353,426.7,44900
925,דאצ'יה סנדרו LAUREATE,דאצ'יה,2018,898 ליטר בנזין,898,בנזין,"40,644",1,1,אדום,פרטית,4,1102,405.7,59900
926,ניסאן מיקרה VISIA,ניסאן,2018,1198 ליטר בנזין,1198,בנזין,"79,610",1,1,טורקיז,פרטית,11,1102,382.5,57900
927,סובארו XV PREMIUM,סובארו,2016,1995 ליטר בנזין,1995,בנזין,"84,680",2,1,ירוק מטאלי,פרטית,4,2019,445.0,96900
928,קיה נירו EX,קיה,2018,1580 ליטר בנזין,1580,בנזין,"117,639",1,1,לבן,פרטית,1,1604,435.5,112900
929,קיה ספורטז' PREMIUM GT,קיה,2017,1591 ליטר בנזין,1591,בנזין,"93,782",2,1,לבן,פרטית,6,2019,448.0,124900
930,קיה ספורטז' PREMIUM,קיה,2020,1591 ליטר בנזין,1591,בנזין,"20,000",1,1,שחור,פרטית,11,2417,448.5,146900
931,רנו מגאן INTENSE,רנו,2019,1461 ליטר דיזל,1461,דיזל,"110,000",1,1,אפור מטל,פרטית,2,1811,463.2,98000
932,קיה פיקנטו LX,קיה,2022,1197 ליטר בנזין,1197,בנזין,0,1,1,שחור,חברה,11,1235,463.2,86900
933,יונדאי I20 INSPIRE,יונדאי,2018,1368 ליטר בנזין,1368,בנזין,"82,000",1,1,לבן,ליסינג,3,1353,403.5,70000
934,קיה ספורטז' EX,קיה,2012,1998 ליטר בנזין,1998,בנזין,"146,000",3,1,לבן,פרטית,8,1693,444.0,56000
935,קיה פיקנטו LX,קיה,2017,1248 ליטר בנזין,1248,בנזין,"87,000",2,1,כסף,השכרה,2,1102,359.5,51000
936,אאודי A6 EXECUTIVE,אאודי,2021,1984 ליטר בנזין,1984,בנזין,"36,000",2,1,לבן,ליסינג,2,4731,493.9,386400
937,סקודה אוקטביה AMBITION,סקודה,2015,1197 ליטר בנזין,1197,בנזין,"150,000",2,1,אפור כהה מטלי,ליסינג,11,1424,465.9,60000
938,פורד פוקוס TREND,פורד,2012,1596 ליטר בנזין,1596,בנזין,"135,000",2,1,שחור,ליסינג,5,1424,455.6,19999
939,סיאט אטקה STYLE PLUS,סיאט,2018,1395 ליטר בנזין,1395,בנזין,"45,000",2,1,כתום,פרטית,3,1835,436.3,101000
940,קיה נירו EX,קיה,2018,1580 ליטר בנזין,1580,בנזין,"131,199",1,1,אפור,ליסינג,5,1604,435.5,96900
941,סוזוקי CROSSOVER GLX,סוזוקי,2017,1373 ליטר בנזין,1373,בנזין,"64,000",1,1,לבן,פרטית,2,1604,430.0,83000
942,MG ZS EV NET-S,MG,2021,חשמלי,חשמלי,,"15,000",1,1,תכלת מטאלי,פרטית,2,1811,430.0,114900
943,קיה נירו EX,קיה,2019,1580 ליטר בנזין,1580,בנזין,"129,000",1,1,כסף,ליסינג,11,1604,435.5,95000
944,לנד רובר דיסקאברי ספורט PET HSE,לנד,2017,1999 ליטר בנזין,1999,בנזין,"55,000",1,1,שחור,פרטית,6,3357,435.5,225000
945,טויוטה RAV4 PREMIUM,טויוטה,2010,1987 ליטר בנזין,1987,בנזין,"220,000",2,1,שחור,פרטית,3,1508,441.5,65000
946,סקודה אוקטביה AMBITION,סקודה,2015,1197 ליטר בנזין,1197,בנזין,"130,000",2,1,לבן,ליסינג,4,1424,465.9,55000
947,קיה סלטוס URBAN,קיה,2020,1999 ליטר בנזין,1999,בנזין,"30,000",1,1,אפור כהה,פרטית,7,1811,437.0,125000
948,קיה ספורטז' URBAN,קיה,2018,1999 ליטר בנזין,1999,בנזין,"118,000",2,1,לבן,ליסינג,6,1835,448.0,116000
949,טויוטה אייגו X,טויוטה,2019,998 ליטר בנזין,998,בנזין,"52,000",1,1,כסף מטלי,השכרה,1,1235,346.5,47000
950,מאזדה 2 DYNAMIC,מאזדה,2022,1496 ליטר בנזין,1496,בנזין,0,1,1,שחור,ליסינג,11,1235,346.5,110000
951,לנד רובר רינג' רובר אווק R DYNAMIC,לנד,2021,1498 ליטר חשמל/בנזין,1498,חשמל/בנזין,"1,000",1,1,שחור,פרטית,7,4731,437.1,390000
952,ניסאן X TRAIL ACENTA,ניסאן,2019,1749 ליטר דיזל,1749,דיזל,"75,000",2,1,לבן,ליסינג,5,2417,469.0,139500
953,הונדה סיוויק COMFORT,הונדה,2018,988 ליטר בנזין,988,בנזין,"48,780",1,1,לבן,ליסינג,7,1604,451.8,90900
954,יונדאי איוניק HYBRID PREMIUM,יונדאי,2017,1580 ליטר בנזין,1580,בנזין,"117,000",1,1,לבן,ליסינג,6,1604,447.0,83900
955,קיה נירו EX,קיה,2018,1580 ליטר בנזין,1580,בנזין,"111,052",1,1,אפור,ליסינג,1,1604,435.5,97900
956,קיה פיקנטו LX,קיה,2017,1248 ליטר בנזין,1248,בנזין,"56,000",2,1,כסוף כהה,פרטית,5,1102,359.5,57000
957,יונדאי טוסון PANORAMIC,יונדאי,2019,1999 ליטר בנזין,1999,בנזין,"107,000",1,1,בז,ליסינג,10,2417,448.0,124000
958,מאזדה CX-5 EXECUTIVE,מאזדה,2013,1998 ליטר בנזין,1998,בנזין,"149,000",3,1,אפור,ליסינג,3,1693,455.5,69900
959,טויוטה קורולה STYLE,טויוטה,2019,1798 ליטר בנזין,1798,בנזין,"34,000",1,1,לבן,פרטית,4,1811,463.0,124999
960,סיאט אטקה STYLE PLUS,סיאט,2017,1395 ליטר בנזין,1395,בנזין,"125,000",2,1,שחור,ליסינג,2,1835,436.3,99000
961,אאודי Q5 EXECUTIVE,אאודי,2012,1985 ליטר בנזין,1985,בנזין,"95,000",4,1,לבן,פרטית,2,2397,462.9,72000
962,סקודה סופרב SPORTLINE,סקודה,2022,1984 ליטר בנזין,1984,בנזין,0,1,1,שחור,פרטית,11,3366,462.9,329000
963,טויוטה קורולה SUN PLUS,טויוטה,2012,1598 ליטר בנזין,1598,בנזין,"100,000",2,1,לבן,ליסינג,4,1424,454.5,45900
964,סקודה קודיאק SPORTLINE,סקודה,2020,1984 ליטר בנזין,1984,בנזין,"24,000",1,1,לבן,פרטית,6,3366,454.5,245000
965,קיה ספורטז' URBAN,קיה,2019,1598 ליטר דיזל,1598,דיזל,"142,232",1,1,לבן,ליסינג,1,2130,448.5,102900
966,אלפא רומיאו ג'וליטה PROGRESION,אלפא,2013,1368 ליטר בנזין,1368,בנזין,"80,000",1,1,כחול מטל,פרטית,9,1693,435.1,50999
967,אופל קורסה ESSENTIA,אופל,2012,1229 ליטר בנזין,1229,בנזין,"213,000",3,2,אדום מטל,פרטית,8,985,399.9,17999
968,פורד קוגה TREND,פורד,2016,1498 ליטר בנזין,1498,בנזין,"130,000",1,1,שחור,פרטית,5,2019,452.4,69000
969,סקודה אוקטביה STYLE,סקודה,2017,1395 ליטר בנזין,1395,בנזין,"125,000",2,1,כחול מטל,ליסינג,6,1604,467.0,82000
970,סיאט אטקה STYLE,סיאט,2021,1498 ליטר בנזין,1498,בנזין,"11,000",1,1,שחור,פרטית,3,1811,438.1,138000
971,טויוטה RAV4 HYBRID PREMIUM,טויוטה,2016,2494 ליטר בנזין,2494,בנזין,"93,000",2,1,אפור כהה מטלי,פרטית,5,2019,460.5,121000
972,רנו קנגו UTHENTIC 2SD,רנו,2019,1461 ליטר דיזל,1461,דיזל,"91,000",1,2,לבן,פרטית,9,1811,428.2,83000
973,מאזדה 3 ACTIVE,מאזדה,2015,1496 ליטר בנזין,1496,בנזין,"133,000",2,1,שחור,ליסינג,3,1424,458.5,58999
974,קיה סיד LX,קיה,2018,1582 ליטר דיזל,1582,דיזל,"135,000",2,1,לבן,ליסינג,4,1604,450.5,60000
975,דאצ'יה דאסטר LAUREATE,דאצ'יה,2019,1461 ליטר דיזל,1461,דיזל,"67,000",1,1,שחור,פרטית,3,1529,434.1,89000
976,פולקסווגן פולו COMFORTLINE,פולקסווגן,2019,999 ליטר בנזין,999,בנזין,"75,000",1,1,כחול מטל,פרטית,10,1811,405.3,105900
977,סיאט איביזה SPORT,סיאט,2011,1197 ליטר בנזין,1197,בנזין,"160,000",3,1,אדום,פרטית,2,1262,403.4,32000
978,יונדאי קונה HYBRID PREMIUM,יונדאי,2020,1580 ליטר בנזין,1580,בנזין,"15,000",1,1,לבן,פרטית,7,1811,416.5,137000
979,מרצדס A קלאס A250 E AMG,מרצדס,2021,1332 ליטר חשמל/בנזין,1332,חשמל/בנזין,"10,000",1,1,כסוף בהיר,פרטית,6,3366,416.5,310000
980,קאדילאק SRX LUXURY C3U,קאדילאק,2015,3564 ליטר בנזין,3564,בנזין,"85,000",3,1,לבן,פרטית,7,2397,483.4,115000
981,יונדאי IX35 INSPIRE,יונדאי,2012,1998 ליטר בנזין,1998,בנזין,"135,000",2,1,לבן,פרטית,4,1693,441.0,62000
982,מאזדה CX-5 EXECUTIVE,מאזדה,2017,1998 ליטר בנזין,1998,בנזין,"120,000",2,1,שחור מטלי,ליסינג,6,2019,455.0,122000
983,טויוטה C-HR CITY,טויוטה,2018,1197 ליטר בנזין,1197,בנזין,"42,000",1,1,לבן,פרטית,11,1604,436.0,114900
984,סיאט ארונה STYLE,סיאט,2018,999 ליטר בנזין,999,בנזין,"110,000",2,1,לבן,פרטית,3,1353,413.8,85500
985,ב.מ.וו סדרה 1 118I STYLE PLAY,ב.מ.וו,2021,1499 ליטר בנזין,1499,בנזין,0,1,1,לבן,פרטית,5,2417,431.9,199900
986,קיה פיקנטו LX,קיה,2016,998 ליטר בנזין,998,בנזין,"40,000",1,1,כסוף בהיר,פרטית,4,1102,359.5,46000
987,איסוזו D-Max LS,איסוזו,2015,2499 ליטר דיזל,2499,דיזל,"133,000",2,1,לבן,פרטית,10,1962,529.5,145000
988,אופל אסטרה סטיישן ENJOY,אופל,2015,1364 ליטר בנזין,1364,בנזין,"185,000",2,1,חום כהה,ליסינג,5,1424,469.8,25999
989,סוזוקי ספלאש GLS,סוזוקי,2012,1242 ליטר בנזין,1242,בנזין,"144,000",2,2,לבן,פרטית,5,985,377.5,18000
990,קיה סורנטו EX,קיה,2014,2359 ליטר בנזין,2359,בנזין,"130,000",2,1,לבן,פרטית,6,1693,468.5,86000
991,מאזדה 3,מאזדה,2016,1998 ליטר בנזין,1998,בנזין,"55,000",3,1,שחור,פרטית,1,1604,458.5,87900
992,פיג'ו 2008 ACTIVE,פיג'ו,2016,1199 ליטר בנזין,1199,בנזין,"90,000",2,1,אפור,פרטית,10,1353,415.9,59900
993,פולקסווגן פאסאט PREMIUM,פולקסווגן,2012,1798 ליטר בנזין,1798,בנזין,"189,000",3,1,אפור כהה מטלי,פרטית,6,1962,476.9,39990
994,סקודה סופרב AMBITION,סקודה,2018,1395 ליטר בנזין,1395,בנזין,"100,000",1,1,זהב,ליסינג,4,2019,486.1,127900
995,סקודה אוקטביה AMBITION,סקודה,2018,999 ליטר בנזין,999,בנזין,"76,000",1,1,אפור,ליסינג,9,1604,467.0,89000
996,אאודי Q3 EXECUTIVE,אאודי,2015,1395 ליטר בנזין,1395,בנזין,"98,000",4,1,שחור,פרטית,7,1962,438.5,98000
997,אופל אסטרה ENJOY,אופל,2014,1364 ליטר בנזין,1364,בנזין,"100,000",2,1,לבן,ליסינג,11,1424,441.9,34000
998,סקודה קאמיק AMBITION,סקודה,2021,999 ליטר בנזין,999,בנזין,"15,000",1,1,שחור,פרטית,2,1811,424.1,136000
999,קיה פיקנטו EX,קיה,2015,1248 ליטר בנזין,1248,בנזין,"142,000",2,1,כסוף בהיר,פרטית,2,985,359.5,40900
